Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,1,2,1800,1800,1903,1920,WN,966,N270WN,63,80,54,-17,0,ONT,SMF,389,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1907,1905,2011,2025,WN,1182,N680AA,64,80,53,-14,2,ONT,SMF,389,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1407,1410,1511,1525,WN,1186,N338SW,64,75,56,-14,-3,ONT,SMF,389,3,5,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1132,1130,1237,1245,WN,1710,N299WN,65,75,55,-8,2,ONT,SMF,389,5,5,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1342,1335,1445,1455,WN,2105,N753SW,63,80,54,-10,7,ONT,SMF,389,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1040,1040,1150,1200,WN,2201,N340LV,70,80,58,-10,0,ONT,SMF,389,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2119,2010,2223,2130,WN,2901,N414WN,64,80,55,53,69,ONT,SMF,389,4,5,0,,0,0,0,0,0,53
2008,1,1,2,852,855,1003,1015,WN,3602,N241WN,71,80,61,-12,-3,ONT,SMF,389,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2009,2015,2058,2105,WN,549,N339SW,49,50,35,-7,-6,ORF,BWI,159,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1718,1720,1811,1810,WN,1320,N227WN,53,50,37,1,-2,ORF,BWI,159,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1415,1420,1457,1510,WN,2362,N735SA,42,50,33,-13,-5,ORF,BWI,159,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,953,1000,1035,1050,WN,3604,N353SW,42,50,32,-15,-7,ORF,BWI,159,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,720,720,806,810,WN,3679,N261WN,46,50,34,-4,0,ORF,BWI,159,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1608,1600,1759,1745,WN,1115,N514SW,111,105,99,14,8,ORF,JAX,543,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,822,830,1000,1015,WN,2508,N635SW,98,105,88,-15,-8,ORF,JAX,543,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1205,1210,1429,1445,WN,2363,N463WN,324,335,313,-16,-5,ORF,LAS,2155,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1934,1835,2145,2040,WN,1828,N357SW,131,125,119,65,59,ORF,MCO,655,3,9,0,,0,0,0,6,0,59
2008,1,1,2,1836,1650,2001,1805,WN,2729,N224WN,145,135,126,116,106,ORF,MDW,704,10,9,0,,0,0,0,10,0,106
2008,1,1,2,1344,1320,1557,1535,WN,1129,N751SW,133,135,122,22,24,ORF,TPA,717,4,7,0,,0,12,0,0,0,10
2008,1,1,2,2240,1950,38,2210,WN,165,N461WN,118,140,106,148,170,PBI,BWI,883,3,9,0,,0,148,0,0,0,0
2008,1,1,2,702,645,857,905,WN,896,N222WN,115,140,106,-8,17,PBI,BWI,883,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1710,1600,1912,1825,WN,1143,N429WN,122,145,107,47,70,PBI,BWI,883,6,9,0,,0,3,0,0,0,44
2008,1,1,2,1110,1050,1314,1310,WN,3406,N262WN,124,140,108,4,20,PBI,BWI,883,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2000,1840,2213,2115,WN,1425,N761RR,133,155,119,58,80,PBI,ISP,1052,5,9,0,,0,47,0,0,0,11
2008,1,1,2,713,715,928,955,WN,2127,N458WN,135,160,121,-27,-2,PBI,ISP,1052,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1159,1145,1424,1425,WN,2466,N621SW,145,160,127,-1,14,PBI,ISP,1052,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1545,1455,1803,1730,WN,820,N686SW,138,155,121,33,50,PBI,PHL,951,5,12,0,,0,5,0,0,0,28
2008,1,1,2,734,735,947,1010,WN,3095,N217JC,133,155,115,-23,-1,PBI,PHL,951,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1919,1805,2012,1855,WN,174,N292WN,53,50,34,77,74,PBI,TPA,174,4,15,0,,0,70,0,3,0,4
2008,1,1,2,1014,1010,1106,1100,WN,3311,N794SW,52,50,37,6,4,PBI,TPA,174,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1546,1400,1634,1450,WN,3686,N755SA,48,50,33,104,106,PBI,TPA,174,4,11,0,,0,0,0,3,0,101
2008,1,1,2,1049,1045,1412,1415,WN,3425,N706SW,143,150,129,-3,4,PDX,ABQ,1111,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1326,1320,1526,1525,WN,2377,N663SW,60,65,47,1,6,PDX,BOI,344,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1607,1605,1805,1805,WN,2396,N426WN,58,60,47,0,2,PDX,BOI,344,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1551,1525,1642,1620,WN,1139,N435WN,51,55,39,22,26,PDX,GEG,279,4,8,0,,0,7,0,0,0,15
2008,1,1,2,1257,1255,1351,1355,WN,2121,N646SW,54,60,41,-4,2,PDX,GEG,279,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2048,2050,2137,2150,WN,3155,N630WN,49,60,38,-13,-2,PDX,GEG,279,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,736,735,937,940,WN,871,N207WN,121,125,107,-3,1,PDX,LAS,762,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2050,2035,2256,2235,WN,874,N641SW,126,120,114,21,15,PDX,LAS,762,3,9,0,,0,3,0,6,0,12
2008,1,1,2,1508,1455,1710,1700,WN,2186,N290WN,122,125,109,10,13,PDX,LAS,762,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1054,1055,1259,1300,WN,3070,N684WN,125,125,112,-1,-1,PDX,LAS,762,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1018,1015,1519,1535,WN,2010,N244WN,181,200,169,-16,3,PDX,MCI,1481,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,737,735,1338,1330,WN,1206,N260WN,241,235,224,8,2,PDX,MDW,1751,8,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1506,1335,2058,1925,WN,3228,N228WN,232,230,218,93,91,PDX,MDW,1751,8,6,0,,0,0,0,93,0,0
2008,1,1,2,833,835,1013,1020,WN,69,N515SW,100,105,85,-7,-2,PDX,OAK,543,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1427,1425,1604,1605,WN,105,N226WN,97,100,84,-1,2,PDX,OAK,543,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2027,2025,2214,2205,WN,447,N229WN,107,100,89,9,2,PDX,OAK,543,10,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1847,1840,2030,2025,WN,582,N679AA,103,105,90,5,7,PDX,OAK,543,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1146,1140,1323,1320,WN,1498,N455WN,97,100,86,3,6,PDX,OAK,543,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1114,1105,1436,1435,WN,451,N610WN,142,150,131,1,9,PDX,PHX,1009,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1906,1850,2227,2220,WN,789,N757LV,141,150,132,7,16,PDX,PHX,1009,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,619,620,938,955,WN,3419,N233LV,139,155,127,-17,-1,PDX,PHX,1009,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,934,940,1045,1100,WN,397,N773SA,71,80,63,-15,-6,PDX,RNO,444,3,5,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1422,1420,1536,1540,WN,3513,N206WN,74,80,62,-4,2,PDX,RNO,444,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,705,705,844,855,WN,170,N250WN,99,110,87,-11,0,PDX,SJC,569,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1929,1925,2115,2110,WN,625,N610WN,106,105,93,5,4,PDX,SJC,569,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1559,1550,1743,1735,WN,2441,N281WN,104,105,92,8,9,PDX,SJC,569,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1136,1135,1319,1320,WN,2558,N677AA,103,105,91,-1,1,PDX,SJC,569,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1047,1045,1317,1330,WN,1756,N412WN,90,105,80,-13,2,PDX,SLC,630,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1830,1740,2104,2025,WN,2552,N781WN,94,105,80,39,50,PDX,SLC,630,8,6,0,,0,10,0,0,0,29
2008,1,1,2,836,835,959,1000,WN,505,N714CB,83,85,70,-1,1,PDX,SMF,479,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2056,2055,2221,2220,WN,2364,N310SW,85,85,74,1,1,PDX,SMF,479,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1837,1840,2002,2005,WN,2807,N780SW,85,85,75,-3,-3,PDX,SMF,479,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1129,1120,1253,1245,WN,3011,N641SW,84,85,73,8,9,PDX,SMF,479,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1305,1300,1429,1425,WN,3308,N310SW,84,85,73,4,5,PDX,SMF,479,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1532,1515,1655,1640,WN,3659,N619SW,83,85,71,15,17,PDX,SMF,479,4,8,0,,0,6,0,0,0,9
2008,1,1,2,1804,1805,1930,1935,WN,3334,N510SW,146,150,123,-5,-1,PHL,BNA,675,6,17,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1404,1310,1531,1440,WN,3839,N788SA,147,150,121,51,54,PHL,BNA,675,7,19,0,,0,7,0,0,0,44
2008,1,1,2,2005,2010,2152,2155,WN,384,N723SW,107,105,70,-3,-5,PHL,CMH,405,22,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1436,1435,1605,1615,WN,725,N272WN,89,100,73,-10,1,PHL,CMH,405,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,911,915,1042,1055,WN,2846,N213WN,91,100,74,-13,-4,PHL,CMH,405,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1200,1205,1504,1510,WN,462,N339SW,184,185,165,-6,-5,PHL,FLL,992,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,845,850,1139,1155,WN,1849,N472WN,174,185,159,-16,-5,PHL,FLL,992,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1932,1930,2303,2230,WN,2214,N640SW,211,180,161,33,2,PHL,FLL,992,38,12,0,,0,0,0,33,0,0
2008,1,1,2,1803,1735,2123,2035,WN,1410,N603SW,260,240,218,48,28,PHL,HOU,1335,10,32,0,,0,6,0,20,0,22
2008,1,1,2,1011,1010,1338,1310,WN,2922,N625SW,267,240,235,28,1,PHL,HOU,1335,3,29,0,,0,0,0,28,0,0
2008,1,1,2,1921,1915,2157,2135,WN,1772,N624SW,156,140,138,22,6,PHL,JAX,742,8,10,0,,0,6,0,16,0,0
2008,1,1,2,746,745,1018,1015,WN,2978,N606SW,152,150,123,3,1,PHL,JAX,742,5,24,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,933,935,1159,1220,WN,784,N784SW,326,345,308,-21,-2,PHL,LAS,2176,7,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1436,1410,1704,1655,WN,3316,N741SA,328,345,307,9,26,PHL,LAS,2176,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1548,1545,1834,1825,WN,455,N797MX,166,160,148,9,3,PHL,MCO,861,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1835,1755,2132,2040,WN,907,N686SW,177,165,152,52,40,PHL,MCO,861,4,21,0,,0,7,0,12,0,33
2008,1,1,2,1311,1310,1548,1550,WN,1319,N655WN,157,160,145,-2,1,PHL,MCO,861,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,839,840,1130,1125,WN,1692,N745SW,171,165,145,5,-1,PHL,MCO,861,9,17,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1031,1030,1325,1325,WN,2995,N217JC,174,175,142,0,1,PHL,MCO,861,8,24,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2018,1955,2256,2240,WN,3368,N221WN,158,165,143,16,23,PHL,MCO,861,7,8,0,,0,1,0,0,0,15
2008,1,1,2,953,955,1110,1120,WN,173,N780SW,137,145,109,-10,-2,PHL,MDW,668,6,22,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1828,1605,2003,1730,WN,609,N486WN,155,145,118,153,143,PHL,MDW,668,8,29,0,,0,0,0,153,0,0
2008,1,1,2,2034,1855,2156,2020,WN,2044,N306SW,142,145,108,96,99,PHL,MDW,668,9,25,0,,0,0,0,77,0,19
2008,1,1,2,1738,1505,1900,1630,WN,3015,N262WN,142,145,104,150,153,PHL,MDW,668,5,33,0,,0,74,0,0,0,76
2008,1,1,2,1339,1255,1517,1410,WN,3562,N476WN,158,135,140,67,44,PHL,MDW,668,8,10,0,,0,5,0,23,0,39
2008,1,1,2,1701,1710,1807,1835,WN,348,N683SW,66,85,47,-28,-9,PHL,MHT,290,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1235,1240,1340,1350,WN,995,N791SW,65,70,50,-10,-5,PHL,MHT,290,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1413,1420,1536,1530,WN,3286,N622SW,83,70,61,6,-7,PHL,MHT,290,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2123,2045,2254,2210,WN,3557,N445WN,91,85,46,44,38,PHL,MHT,290,24,21,0,,0,0,0,6,0,38
2008,1,1,2,1542,1520,1830,1815,WN,1338,N292WN,168,175,154,15,22,PHL,PBI,951,4,10,0,,0,3,0,0,0,12
2008,1,1,2,838,825,1125,1120,WN,2379,N621SW,167,175,151,5,13,PHL,PBI,951,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1631,1630,1959,2005,WN,262,N756SA,328,335,302,-6,1,PHL,PHX,2075,4,22,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1045,1045,1407,1425,WN,3240,N900WN,322,340,303,-18,0,PHL,PHX,2075,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1632,1635,1755,1750,WN,461,N687SW,83,75,51,5,-3,PHL,PIT,267,5,27,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1301,1305,1411,1420,WN,828,N687SW,70,75,53,-9,-4,PHL,PIT,267,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2019,1910,2133,2035,WN,1097,N902WN,74,85,48,58,69,PHL,PIT,267,8,18,0,,0,4,0,0,0,54
2008,1,1,2,1027,1030,1152,1145,WN,2908,N634SW,85,75,51,7,-3,PHL,PIT,267,5,29,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,828,835,950,955,WN,3066,N292WN,82,80,57,-5,-7,PHL,PIT,267,6,19,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1411,1405,1515,1510,WN,1023,N603SW,64,65,43,5,6,PHL,PVD,238,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1206,1205,1303,1315,WN,2493,N292WN,57,70,39,-12,1,PHL,PVD,238,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1730,1715,1823,1825,WN,3493,N775SW,53,70,38,-2,15,PHL,PVD,238,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1926,1825,2051,2000,WN,312,N504SW,85,95,67,51,61,PHL,RDU,336,4,14,0,,0,6,0,0,0,45
2008,1,1,2,1536,1535,1654,1700,WN,563,N264LV,78,85,63,-6,1,PHL,RDU,336,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,850,855,1011,1020,WN,1885,N395SW,81,85,63,-9,-5,PHL,RDU,336,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1110,1110,1227,1250,WN,2463,N766SW,77,100,63,-23,0,PHL,RDU,336,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2043,2045,2210,2220,WN,3685,N256WN,87,95,65,-10,-2,PHL,RDU,336,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1647,1615,1956,1920,WN,1082,N791SW,189,185,168,36,32,PHL,RSW,992,4,17,0,,0,0,0,4,0,32
2008,1,1,2,2010,2015,2312,2310,WN,548,N687SW,182,175,169,2,-5,PHL,TPA,920,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1021,1005,1341,1300,WN,723,N363SW,200,175,166,41,16,PHL,TPA,920,5,29,0,,0,9,0,25,0,7
2008,1,1,2,1416,1405,1723,1655,WN,998,N673AA,187,170,168,28,11,PHL,TPA,920,4,15,0,,0,1,0,17,0,10
2008,1,1,2,2154,2155,2257,2255,WN,408,N205WN,63,60,44,2,-1,PHX,ABQ,328,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1650,1630,1746,1730,WN,413,N309SW,56,60,44,16,20,PHX,ABQ,328,4,8,0,,0,11,0,0,0,5
2008,1,1,2,1236,1230,1339,1335,WN,647,N650SW,63,65,45,4,6,PHX,ABQ,328,9,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1411,1405,1507,1505,WN,729,N525SW,56,60,45,2,6,PHX,ABQ,328,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1729,1720,1827,1825,WN,1114,N239WN,58,65,44,2,9,PHX,ABQ,328,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2118,1955,2213,2100,WN,1415,N650SW,55,65,44,73,83,PHX,ABQ,328,3,8,0,,0,3,0,0,0,70
2008,1,1,2,1449,1450,1549,1550,WN,2374,N325SW,60,60,44,-1,-1,PHX,ABQ,328,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1108,1110,1205,1220,WN,2763,N384SW,57,70,45,-15,-2,PHX,ABQ,328,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,955,950,1052,1050,WN,2787,N305SW,57,60,45,2,5,PHX,ABQ,328,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,809,810,908,915,WN,3421,N523SW,59,65,45,-7,-1,PHX,ABQ,328,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1606,1600,1902,1910,WN,112,N215WN,116,130,104,-8,6,PHX,AUS,872,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2032,2015,2331,2320,WN,780,N248WN,119,125,105,11,17,PHX,AUS,872,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1105,1105,1406,1420,WN,1105,N614SW,121,135,107,-14,0,PHX,AUS,872,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1936,1935,2325,2340,WN,1214,N777QC,169,185,158,-15,1,PHX,BHM,1455,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,638,640,1026,1050,WN,638,N272WN,168,190,154,-24,-2,PHX,BNA,1448,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1257,1255,1651,1710,WN,1058,N729SW,174,195,162,-19,2,PHX,BNA,1448,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2003,2005,5,15,WN,2930,N408WN,182,190,162,-10,-2,PHX,BNA,1448,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1610,1555,2007,2005,WN,3566,N255WN,177,190,161,2,15,PHX,BNA,1448,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,953,950,1548,1600,WN,496,N724SW,235,250,219,-12,3,PHX,BUF,1912,2,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1631,1545,1658,1605,WN,734,N690SW,87,80,73,53,46,PHX,BUR,369,2,12,0,,0,8,0,7,0,38
2008,1,1,2,2155,2125,2223,2145,WN,998,N673AA,88,80,74,38,30,PHX,BUR,369,3,11,0,,0,3,0,8,0,27
2008,1,1,2,1752,1750,1809,1810,WN,1123,N901WN,77,80,65,-1,2,PHX,BUR,369,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1114,1055,1133,1125,WN,1139,N435WN,79,90,66,8,19,PHX,BUR,369,2,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1350,1340,1410,1405,WN,1297,N348SW,80,85,67,5,10,PHX,BUR,369,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,821,820,840,845,WN,1766,N232WN,79,85,68,-5,1,PHX,BUR,369,1,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,936,935,952,1005,WN,2134,N270WN,76,90,63,-13,1,PHX,BUR,369,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2028,1900,2043,1920,WN,2516,N403WN,75,80,63,83,88,PHX,BUR,369,3,9,0,,0,7,0,0,0,76
2008,1,1,2,2047,2010,2102,2035,WN,2871,N489WN,75,85,64,27,37,PHX,BUR,369,2,9,0,,0,0,0,0,0,27
2008,1,1,2,1209,1210,1803,1820,WN,1155,N277WN,234,250,222,-17,-1,PHX,BWI,1999,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1814,1800,13,5,WN,2769,N732SW,239,245,228,8,14,PHX,BWI,1999,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1505,1500,2115,2110,WN,3020,N238WN,250,250,227,5,5,PHX,BWI,1999,3,20,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1108,1105,1708,1725,WN,3288,N796SW,240,260,225,-17,3,PHX,BWI,1999,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,907,905,1432,1440,WN,2103,N761RR,205,215,191,-8,2,PHX,CMH,1671,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,929,930,1110,1115,WN,873,N700GS,101,105,85,-5,-1,PHX,DEN,602,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,748,625,932,810,WN,946,N786SW,104,105,87,82,83,PHX,DEN,602,9,8,0,,0,82,0,0,0,0
2008,1,1,2,1948,1945,2127,2130,WN,964,N356SW,99,105,82,-3,3,PHX,DEN,602,7,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1319,1320,1503,1505,WN,2039,N419WN,104,105,84,-2,-1,PHX,DEN,602,8,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1542,1540,1724,1720,WN,2786,N424WN,102,100,87,4,2,PHX,DEN,602,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2043,2035,2221,2220,WN,3669,N389SW,98,105,83,1,8,PHX,DEN,602,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1914,1910,49,50,WN,3517,N468WN,215,220,203,-1,4,PHX,DTW,1671,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,938,940,1040,1045,WN,31,N674AA,62,65,48,-5,-2,PHX,ELP,347,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1303,1305,1408,1410,WN,116,N332SW,65,65,48,-2,-2,PHX,ELP,347,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1923,1900,2023,2005,WN,481,N433LV,60,65,48,18,23,PHX,ELP,347,4,8,0,,0,0,0,0,0,18
2008,1,1,2,1733,1735,1830,1840,WN,1296,N269WN,57,65,46,-10,-2,PHX,ELP,347,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2156,2135,2256,2240,WN,3140,N284WN,60,65,45,16,21,PHX,ELP,347,3,12,0,,0,16,0,0,0,0
2008,1,1,2,1018,1020,1134,1125,WN,3419,N233LV,76,65,49,9,-2,PHX,ELP,347,5,22,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1500,1500,1610,1605,WN,3689,N241WN,70,65,46,5,0,PHX,ELP,347,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1251,1250,1608,1620,WN,342,N378SW,137,150,125,-12,1,PHX,HOU,1020,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,914,915,1234,1250,WN,1213,N640SW,140,155,125,-16,-1,PHX,HOU,1020,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1640,1615,1956,1940,WN,1577,N490WN,136,145,121,16,25,PHX,HOU,1020,3,12,0,,0,6,0,0,0,10
2008,1,1,2,1053,1055,1605,1625,WN,981,N437WN,192,210,177,-20,-2,PHX,IND,1489,8,7,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1733,1725,2245,2245,WN,2726,N237WN,192,200,174,0,8,PHX,IND,1489,8,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1615,1615,1614,1620,WN,340,N459WN,59,65,41,-6,0,PHX,LAS,256,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1509,1505,1519,1505,WN,538,N610WN,70,60,48,14,4,PHX,LAS,256,3,19,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,825,830,823,840,WN,619,N733SA,58,70,44,-17,-5,PHX,LAS,256,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1743,1720,1740,1725,WN,700,N641SW,57,65,46,15,23,PHX,LAS,256,3,8,0,,0,5,0,0,0,10
2008,1,1,2,1858,1900,1854,1900,WN,875,N245WN,56,60,42,-6,-2,PHX,LAS,256,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1000,1000,957,1010,WN,1190,N619SW,57,70,43,-13,0,PHX,LAS,256,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1243,1240,1244,1245,WN,1245,N212WN,61,65,43,-1,3,PHX,LAS,256,9,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1447,1435,1445,1440,WN,1318,N234WN,58,65,45,5,12,PHX,LAS,256,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1652,1650,1645,1655,WN,2260,N705SW,53,65,40,-10,2,PHX,LAS,256,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,909,910,903,920,WN,2849,N239WN,54,70,41,-17,-1,PHX,LAS,256,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2120,2030,2117,2035,WN,3061,N231WN,57,65,41,42,50,PHX,LAS,256,4,12,0,,0,3,0,0,0,39
2008,1,1,2,NA,1155,NA,1205,WN,3507,,NA,70,NA,NA,NA,PHX,LAS,256,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,1,2,1540,1540,1551,1600,WN,169,N475WN,71,80,57,-9,0,PHX,LAX,370,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1441,1440,1510,1500,WN,232,N285WN,89,80,60,10,1,PHX,LAX,370,17,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1822,1815,1835,1835,WN,303,N639SW,73,80,57,0,7,PHX,LAX,370,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1357,1315,1417,1335,WN,310,N781WN,80,80,56,42,42,PHX,LAX,370,14,10,0,,0,18,0,0,0,24
